AnnotationAccession,SeqID,SeqType,PIRAReadCount,replicon_length,PIRASequencingCoverage,PIRALongestRepliconCoverage,PIRACopyNumber,InitialReadCount,AdditionalReadCount,InitialCopyNumberEstimate,RepliconDNAContent,Organism,Strain,TaxonomicGroup,TaxonomicSubgroup,host,isolation_source,Annotation,Genus,max_replicon_length,normalized_replicon_length,Plasmid,PredictedMobility,log10_replicon_length,log10_PIRACopyNumber,log10_normalized_replicon_length,Size_Cluster
GCF_013782105.1_ASM1378210v1,NZ_CP056196.1,plasmid,154025,5783,26.63409995,0.764448782,34.79635611,154016,9,34.84092142,201227.3274,Klebsiella pneumoniae,RHBSTW-00995,Pseudomonadota,Gammaproteobacteria,NA,Freshwater sample from downstream of wastewater treatment plant,Human-impacted,Klebsiella,5185437,0.001115239,CP056196.1,non-mobilizable,3.762153192,1.541533767,-2.95263217,Cluster_2
GCF_013782105.1_ASM1378210v1,NZ_CP056197.1,plasmid,119624,2426,49.30915087,0.764448782,64.42084273,119624,0,64.50288366,156284.9645,Klebsiella pneumoniae,RHBSTW-00995,Pseudomonadota,Gammaproteobacteria,NA,Freshwater sample from downstream of wastewater treatment plant,Human-impacted,Klebsiella,5185437,0.000467849,CP056197.1,non-mobilizable,3.384890797,1.809026402,-3.329894566,Cluster_2
GCF_013782105.1_ASM1378210v1,NZ_CP056198.1,plasmid,31270,1917,16.31194575,0.764448782,21.3108862,31264,6,21.33818004,40852.96885,Klebsiella pneumoniae,RHBSTW-00995,Pseudomonadota,Gammaproteobacteria,NA,Freshwater sample from downstream of wastewater treatment plant,Human-impacted,Klebsiella,5185437,0.000369689,CP056198.1,mobilizable,3.282622113,1.32860151,-3.432163249,Cluster_2
GCF_021655515.1_ASM2165551v1,NZ_AP024580.1,plasmid,147869,220075,0.67190276,0.433390515,1.777351964,131788,16081,1.550340253,391150.7335,Klebsiella pneumoniae,KpWEA4-2,Pseudomonadota,Gammaproteobacteria,Homo sapiens,human feces,Humans,Klebsiella,5389848,0.040831393,AP024580.1,conjugative,5.342570711,0.249773438,-1.389005807,Cluster_1
GCF_021655515.1_ASM2165551v1,NZ_AP024581.1,plasmid,12363,36504,0.338675214,0.433390515,2.452559154,0,12363,0.781455067,89528.21937,Klebsiella pneumoniae,KpWEA4-2,Pseudomonadota,Gammaproteobacteria,Homo sapiens,human feces,Humans,Klebsiella,5389848,0.006772733,AP024581.1,non-mobilizable,4.562340456,0.389619491,-2.169236062,Cluster_1
GCF_013750595.1_ASM1375059v1,NZ_CP056568.1,plasmid,86767,202470,0.4285425,0.51468122,0.835811426,85795,972,0.832636754,169226.7394,Klebsiella oxytoca,RHBSTW-00373,Pseudomonadota,Gammaproteobacteria,NA,Wastewater influent sample,Human-impacted,Klebsiella,6091081,0.033240405,CP056568.1,non-mobilizable,5.306360683,-0.077891696,-1.478333692,Cluster_1
GCF_003571645.1_ASM357164v1,NZ_CP032195.1,plasmid,168866,143515,1.176643556,0.812390313,1.468439166,153284,15582,1.448372215,210743.0469,Klebsiella pneumoniae,AR_0097,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Klebsiella,5309987,0.027027373,CP032195.1,conjugative,5.156897295,0.166855959,-1.568196163,Cluster_1
GCF_003571645.1_ASM357164v1,NZ_CP032196.1,plasmid,111638,109398,1.020475694,0.812390313,1.257363146,111020,618,1.256139664,137553.0135,Klebsiella pneumoniae,AR_0097,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Klebsiella,5309987,0.02060231,CP032196.1,non-mobilizable,5.039009382,0.099460727,-1.686084075,Cluster_1
GCF_003571645.1_ASM357164v1,NZ_CP032197.1,plasmid,185458,73502,2.523169438,0.812390313,3.149013638,176133,9325,3.105858597,231458.8004,Klebsiella pneumoniae,AR_0097,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Klebsiella,5309987,0.013842218,CP032197.1,non-mobilizable,4.866299156,0.498174542,-1.858794301,Cluster_1
GCF_003571645.1_ASM357164v1,NZ_CP032198.1,plasmid,137174,58029,2.363887022,0.812390313,2.978749354,120829,16345,2.909792233,172853.8462,Klebsiella pneumoniae,AR_0097,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Klebsiella,5309987,0.010928275,CP032198.1,conjugative,4.763645087,0.474033961,-1.961448371,Cluster_1
GCF_003571645.1_ASM357164v1,NZ_CP032199.1,plasmid,16285,9294,1.752205724,0.812390313,2.156293431,16285,0,2.156852065,20040.59115,Klebsiella pneumoniae,AR_0097,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Klebsiella,5309987,0.001750287,CP032199.1,mobilizable,3.968202668,0.33370786,-2.75689079,Cluster_2
GCF_009662135.1_ASM966213v1,NZ_CP045785.1,plasmid,54709,223637,0.244633044,0.250614592,1.066077225,49559,5150,0.976132483,238414.3123,Shigella dysenteriae,CFSAN029786,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Shigella,4716545,0.047415428,CP045785.1,conjugative,5.349543658,0.027788665,-1.324080325,Cluster_1
GCF_009662135.1_ASM966213v1,NZ_CP045786.1,plasmid,13626,4065,3.35202952,0.250614592,13.43947474,13598,28,13.37523684,54631.46483,Shigella dysenteriae,CFSAN029786,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Shigella,4716545,0.00086186,CP045786.1,mobilizable,3.60906055,1.128382295,-3.064563432,Cluster_2
GCF_016864215.1_ASM1686421v1,NZ_CP045613.1,plasmid,145632,56112,2.595380667,1.113579266,2.346889483,144718,914,2.330665401,131688.6627,Bacteroides xylanisolvens,funn3,FCB group,Bacteroidota/Chlorobiota group,Homo sapiens,Abscess,Humans,Bacteroides,6570539,0.008539939,CP045613.1,conjugative,4.749055749,0.370492639,-2.068545249,Cluster_1
GCF_016864215.1_ASM1686421v1,NZ_CP045614.1,plasmid,141531,8331,16.98847677,1.113579266,15.25483088,141531,0,15.25574091,127087.996,Bacteroides xylanisolvens,funn3,FCB group,Bacteroidota/Chlorobiota group,Homo sapiens,Abscess,Humans,Bacteroides,6570539,0.001267933,CP045614.1,mobilizable,3.920697134,1.183407397,-2.896903863,Cluster_2
GCF_016864215.1_ASM1686421v1,NZ_CP045615.1,plasmid,130962,7195,18.20180681,1.113579266,16.3443426,130962,0,16.34531762,117597.545,Bacteroides xylanisolvens,funn3,FCB group,Bacteroidota/Chlorobiota group,Homo sapiens,Abscess,Humans,Bacteroides,6570539,0.00109504,CP045615.1,non-mobilizable,3.857030798,1.213367457,-2.960570199,Cluster_2
GCF_016864215.1_ASM1686421v1,NZ_CP045616.1,plasmid,133158,2751,48.40348964,1.113579266,43.46399375,133158,0,43.46658662,119569.4468,Bacteroides xylanisolvens,funn3,FCB group,Bacteroidota/Chlorobiota group,Homo sapiens,Abscess,Humans,Bacteroides,6570539,0.000418687,CP045616.1,mobilizable,3.43949059,1.63812963,-3.378110407,Cluster_2
GCF_016458885.1_ASM1645888v1,NZ_CP066761.1,plasmid,82441,3306,24.93678161,0.279891465,89.0759434,82441,0,89.09446942,294485.0689,Escherichia coli O157:H7,ECP19-198,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Escherichia,5464804,0.000604962,CP066761.1,mobilizable,3.519302849,1.949760431,-3.218271741,Cluster_2
GCF_036014135.1_ASM3601413v1,NZ_CP107915.1,plasmid,583487,363548,1.60497926,1.525199973,1.052311895,583268,219,1.052307427,382565.8847,Streptomyces sp. NBC_00445,NBC_00445,Terrabacteria group,Actinomycetota,NA,soil,Earth,Streptomyces,10757571,0.033794618,CP107915.1,NA,5.56056176,0.022144479,-1.471152461,Cluster_1
GCF_029636605.1_ASM2963660v1,NZ_CP116893.1,plasmid,154286,181805,0.848634526,0.398713964,2.128429405,154285,1,2.128429405,386959.108,Bacillus anthracis,AN18-416_2,Terrabacteria group,Bacillota,Equus quagga,carcass,Livestock,Bacillus,5219451,0.034832207,CP116893.1,conjugative,5.259605823,0.32805925,-1.458019002,Cluster_1
GCF_029636605.1_ASM2963660v1,NZ_CP116894.1,plasmid,48718,94800,0.513902954,0.398713964,1.288901317,48715,3,1.288901317,122187.8448,Bacillus anthracis,AN18-416_2,Terrabacteria group,Bacillota,Equus quagga,carcass,Livestock,Bacillus,5219451,0.01816283,CP116894.1,conjugative,4.976808337,0.110219667,-1.740816487,Cluster_1
GCF_902509495.1_Se_BPH0704,NZ_LR735430.1,plasmid,28666,15030,1.907252162,0.501294333,4.075936534,27705,961,3.804655341,61261.3261,Staphylococcus epidermidis,none,Terrabacteria group,Bacillota,NA,clinical,Humans,Staphylococcus,2526011,0.005950093,LR735430.1,non-mobilizable,4.176958981,0.610227413,-2.225476257,Cluster_2
GCF_038429955.1_ASM3842995v1,NZ_CP131666.1,plasmid,18817,24655,0.76321233,0.296405943,2.57498649,18808,9,2.574888753,63486.2919,Staphylococcus aureus,-,Terrabacteria group,Bacillota,Homo sapiens,other,Humans,Staphylococcus,2945474,0.008370469,CP131666.1,NA,4.391905007,0.410774955,-2.077250187,Cluster_1
GCF_038429955.1_ASM3842995v1,NZ_CP131667.1,plasmid,50233,3011,16.68316174,0.296405943,56.28482411,50222,11,56.28484215,169473.6054,Staphylococcus aureus,-,Terrabacteria group,Bacillota,Homo sapiens,other,Humans,Staphylococcus,2945474,0.001022246,CP131667.1,NA,3.478710756,1.750391313,-2.990444438,Cluster_2
GCF_012050025.1_ASM1205002v1,NZ_CP050751.1,plasmid,25158,260225,0.096677875,0.12926411,0.751894002,24427,731,0.747909649,195661.6166,Salmonella enterica subsp. enterica serovar Typhimurium,ST46,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Diarrheal patient,Humans,Salmonella,4994712,0.052100101,CP050751.1,conjugative,5.415349017,-0.12384338,-1.283161434,Cluster_1
GCF_019903235.1_ASM1990323v1,NZ_CP061706.1,plasmid,99237,119750,0.828701461,0.466619662,1.847743839,95919,3318,1.775967729,221267.3247,Acinetobacter baumannii,E-072658,Pseudomonadota,Gammaproteobacteria,NA,paper pulp mill,Human-impacted,Acinetobacter,3483338,0.034377944,CP061706.1,mobilizable,5.078275522,0.266641763,-1.463720095,Cluster_1
GCF_019903235.1_ASM1990323v1,NZ_CP061707.1,plasmid,12096,19661,0.615228117,0.466619662,1.368950697,11529,567,1.318478767,26914.93965,Acinetobacter baumannii,E-072658,Pseudomonadota,Gammaproteobacteria,NA,paper pulp mill,Human-impacted,Acinetobacter,3483338,0.005644299,CP061707.1,mobilizable,4.293605603,0.136387807,-2.248390014,Cluster_2
GCF_019903235.1_ASM1990323v1,NZ_CP061708.1,plasmid,22838,18806,1.21439966,0.466619662,2.644459386,22214,624,2.602547125,49731.70321,Acinetobacter baumannii,E-072658,Pseudomonadota,Gammaproteobacteria,NA,paper pulp mill,Human-impacted,Acinetobacter,3483338,0.005398844,CP061708.1,non-mobilizable,4.274296432,0.422336901,-2.267699186,Cluster_2
GCF_000439415.2_ASM43941v2,NZ_CP039501.1,plasmid,53702,81815,0.656383304,1.496835203,0.438521413,53696,6,0.438514074,35877.62939,Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000189,CFSAN000189,Pseudomonadota,Gammaproteobacteria,NA,frozen raw shrimp,Food,Salmonella,4724790,0.017316114,CP039501.1,conjugative,4.912832935,-0.358009195,-1.761549576,Cluster_1
GCF_030515555.1_ASM3051555v1,NZ_CP082095.1,plasmid,116653,125677,0.928196886,2.391029535,0.393115231,113308,3345,0.388199674,49405.54287,Escherichia coli,MS15236,Pseudomonadota,Gammaproteobacteria,Homo sapiens,CSF,Humans,Escherichia,5017332,0.025048572,CP082095.1,conjugative,5.099255805,-0.40548013,-1.601217034,Cluster_1
GCF_030515555.1_ASM3051555v1,NZ_CP082096.1,plasmid,61955,83519,0.741807253,2.391029535,0.312563022,60501,1454,0.31024596,26104.95105,Escherichia coli,MS15236,Pseudomonadota,Gammaproteobacteria,Homo sapiens,CSF,Humans,Escherichia,5017332,0.016646098,CP082096.1,conjugative,4.921785286,-0.505062403,-1.778687554,Cluster_1
GCF_028335285.1_ASM2833528v1,NZ_CP116508.1,plasmid,226076,33595,6.729453788,0.83199903,8.088295228,226076,0,8.088295228,271726.2782,Vagococcus lutrae,K204-1,Terrabacteria group,Bacillota,Bos taurus,fecal sample,Livestock,Vagococcus,2046262,0.016417741,CP116508.1,non-mobilizable,4.526274645,0.907856995,-1.784686594,Cluster_1
GCF_028335285.1_ASM2833528v1,NZ_CP116509.1,plasmid,90521,27307,3.314937562,0.83199903,3.984304597,90520,1,3.984304597,108799.4056,Vagococcus lutrae,K204-1,Terrabacteria group,Bacillota,Bos taurus,fecal sample,Livestock,Vagococcus,2046262,0.013344821,CP116509.1,mobilizable,4.43627399,0.600352533,-1.874687249,Cluster_1
GCF_904866335.1_INF266,NZ_LR890649.1,plasmid,209431,195420,1.071696858,0.948882301,1.139430853,200143,9288,1.12943076,222667.5773,Klebsiella pneumoniae,INF266,Pseudomonadota,Gammaproteobacteria,Homo sapiens,urine,Humans,Klebsiella,5344685,0.036563427,LR890649.1,mobilizable,5.290969009,0.056687975,-1.436953105,Cluster_1
GCF_904866335.1_INF266,NZ_LR890650.1,plasmid,137788,70921,1.942837805,0.948882301,2.100932343,129123,8665,2.047501364,149000.2227,Klebsiella pneumoniae,INF266,Pseudomonadota,Gammaproteobacteria,Homo sapiens,urine,Humans,Klebsiella,5344685,0.013269444,LR890650.1,mobilizable,4.850774851,0.322412067,-1.877147264,Cluster_1
GCF_038442825.1_ASM3844282v1,NZ_CP151724.1,plasmid,73758,217892,0.33850715,0.259280878,1.319641118,71757,2001,1.305561573,287539.2424,Klebsiella variicola,-,Pseudomonadota,Gammaproteobacteria,NA,Sink drain,Human-impacted,Klebsiella,5406924,0.040298698,CP151724.1,NA,5.338241285,0.120455839,-1.39470898,Cluster_1
GCF_038442825.1_ASM3844282v1,NZ_CP151725.1,plasmid,46255,75697,0.611054599,0.259280878,2.374387716,45784,471,2.356728367,179734.0269,Klebsiella variicola,-,Pseudomonadota,Gammaproteobacteria,NA,Sink drain,Human-impacted,Klebsiella,5406924,0.014000012,CP151725.1,NA,4.879078668,0.375551637,-1.853871597,Cluster_1
GCF_013800985.1_ASM1380098v1,NZ_CP056952.1,plasmid,181270,114980,1.57653505,1.011853383,1.57446231,179753,1517,1.558066688,181031.6764,Escherichia fergusonii,RHB42-C01,Pseudomonadota,Gammaproteobacteria,NA,Pooled sheep faecal samples collected from floor of farm,Livestock,Escherichia,4600543,0.024992702,CP056952.1,conjugative,5.060622304,0.197132269,-1.60218679,Cluster_1
GCF_013800985.1_ASM1380098v1,NZ_CP056953.1,plasmid,85539,2064,41.44331395,1.011853383,40.9468951,85538,1,40.95782515,84514.39149,Escherichia fergusonii,RHB42-C01,Pseudomonadota,Gammaproteobacteria,NA,Pooled sheep faecal samples collected from floor of farm,Livestock,Escherichia,4600543,0.000448643,CP056953.1,mobilizable,3.314709693,1.612220976,-3.348099401,Cluster_2
GCF_013800985.1_ASM1380098v1,NZ_CP056954.1,plasmid,38784,1551,25.00580271,1.011853383,24.70627666,38784,0,24.71287157,38319.43511,Escherichia fergusonii,RHB42-C01,Pseudomonadota,Gammaproteobacteria,NA,Pooled sheep faecal samples collected from floor of farm,Livestock,Escherichia,4600543,0.000337134,CP056954.1,mobilizable,3.190611798,1.3928073,-3.472197296,Cluster_2
GCF_013740195.1_ASM1374019v1,NZ_CP056712.1,plasmid,93899,240613,0.390249072,0.539582199,0.73418808,90643,3256,0.723243044,176655.1966,Enterobacter asburiae,RHBSTW-00542,Pseudomonadota,Gammaproteobacteria,NA,Freshwater sample from upstream of wastewater treatment plant,Human-impacted,Enterobacter,4919282,0.048912219,CP056712.1,conjugative,5.381319088,-0.134192671,-1.310582631,Cluster_1
GCF_013740195.1_ASM1374019v1,NZ_CP056714.1,plasmid,272681,6149,44.34558465,0.539582199,82.13763446,272681,0,82.18504004,505064.3143,Enterobacter asburiae,RHBSTW-00542,Pseudomonadota,Gammaproteobacteria,NA,Freshwater sample from upstream of wastewater treatment plant,Human-impacted,Enterobacter,4919282,0.001249979,CP056714.1,non-mobilizable,3.788804493,1.914542191,-2.903097226,Cluster_2
GCF_013740195.1_ASM1374019v1,NZ_CP056715.1,plasmid,83904,3708,22.62783172,0.539582199,41.91310246,82460,1444,41.93583804,155413.7839,Enterobacter asburiae,RHBSTW-00542,Pseudomonadota,Gammaproteobacteria,NA,Freshwater sample from upstream of wastewater treatment plant,Human-impacted,Enterobacter,4919282,0.000753769,CP056715.1,mobilizable,3.569139725,1.622349809,-3.122761994,Cluster_2
GCF_002753555.1_ASM275355v1,NZ_CP024557.1,plasmid,122942,217685,0.564770195,0.650152997,0.89376808,113442,9500,0.868672755,194559.9044,Klebsiella pneumoniae,INF164,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Klebsiella,5298459,0.041084587,CP024557.1,conjugative,5.337828504,-0.04877516,-1.386321074,Cluster_1
GCF_002753555.1_ASM275355v1,NZ_CP024558.1,plasmid,92860,147945,0.627665687,0.650152997,0.98448208,90020,2840,0.965412279,145649.2013,Klebsiella pneumoniae,INF164,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Klebsiella,5298459,0.027922269,CP024558.1,conjugative,5.170100292,-0.006792185,-1.554049286,Cluster_1
GCF_002753555.1_ASM275355v1,NZ_CP024559.1,plasmid,74414,89345,0.832883765,0.650152997,1.395752475,63469,10945,1.281058103,124703.5048,Klebsiella pneumoniae,INF164,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Klebsiella,5298459,0.01686245,CP024559.1,mobilizable,4.951070253,0.144808406,-1.773079325,Cluster_1
GCF_002753555.1_ASM275355v1,NZ_CP024560.1,plasmid,127903,4660,27.44699571,0.650152997,42.4569538,122820,5083,42.21621037,197849.4047,Klebsiella pneumoniae,INF164,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Klebsiella,5298459,0.000879501,CP024560.1,non-mobilizable,3.668385917,1.627948831,-3.055763661,Cluster_2
GCF_002753555.1_ASM275355v1,NZ_CP024561.1,plasmid,73893,4510,16.38425721,0.650152997,25.35722592,69175,4718,25.20061781,114361.0889,Klebsiella pneumoniae,INF164,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Klebsiella,5298459,0.000851191,CP024561.1,non-mobilizable,3.654176542,1.40410174,-3.069973036,Cluster_2
GCF_002753555.1_ASM275355v1,NZ_CP024562.1,plasmid,132117,3825,34.54039216,0.650152997,53.30816854,129979,2138,53.1265599,203903.7447,Klebsiella pneumoniae,INF164,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Klebsiella,5298459,0.000721908,CP024562.1,mobilizable,3.582631439,1.726793762,-3.141518139,Cluster_2
GCF_003547115.1_ASM354711v1,NZ_CP027185.1,plasmid,345366,105128,3.285195191,4.099416527,0.819436398,333327,12039,0.801381165,86145.70964,Acinetobacter baumannii,AR_0052,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Acinetobacter,4078507,0.025776099,CP027185.1,mobilizable,5.021718402,-0.086484749,-1.58878281,Cluster_1
GCF_003547115.1_ASM354711v1,NZ_CP027184.1,plasmid,706661,60699,11.64205341,4.099416527,2.872016461,683666,22995,2.839929374,174328.5272,Acinetobacter baumannii,AR_0052,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Acinetobacter,4078507,0.014882652,CP027184.1,mobilizable,4.783181536,0.458186925,-1.827319676,Cluster_1
GCF_003547115.1_ASM354711v1,NZ_CP027186.1,plasmid,846560,38505,21.98571614,4.099416527,5.359081326,846560,0,5.363133021,206351.4265,Acinetobacter baumannii,AR_0052,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Acinetobacter,4078507,0.009440955,CP027186.1,mobilizable,4.585517128,0.729090348,-2.024984084,Cluster_1
GCF_003547115.1_ASM354711v1,NZ_CP027187.1,plasmid,510954,6078,84.06614018,4.099416527,20.4912935,510954,0,20.50685497,124546.0819,Acinetobacter baumannii,AR_0052,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Acinetobacter,4078507,0.001490251,CP027187.1,mobilizable,3.783760696,1.311569374,-2.826740516,Cluster_2
GCF_001692595.1_ASM169259v1,NZ_CP016568.1,plasmid,725798,98998,7.331441039,3.318203955,2.209474972,725558,240,2.209460642,218733.6033,Salmonella enterica subsp. enterica serovar Heidelberg,AMR588-04-00318,Pseudomonadota,Gammaproteobacteria,NA,Chicken feces,Livestock,Salmonella,4751462,0.020835271,CP016568.1,conjugative,4.995626421,0.344289087,-1.681200839,Cluster_1
GCF_001692595.1_ASM169259v1,NZ_CP016567.1,plasmid,344592,37697,9.141098761,3.318203955,2.754833303,344592,0,2.754833303,103848.951,Salmonella enterica subsp. enterica serovar Heidelberg,AMR588-04-00318,Pseudomonadota,Gammaproteobacteria,NA,Chicken feces,Livestock,Salmonella,4751462,0.007933769,CP016567.1,conjugative,4.57630679,0.440095325,-2.100520471,Cluster_1
GCF_001692595.1_ASM169259v1,NZ_CP016566.1,plasmid,1161972,2246,517.3517364,3.318203955,155.9577687,1161435,537,155.9131818,350281.1485,Salmonella enterica subsp. enterica serovar Heidelberg,AMR588-04-00318,Pseudomonadota,Gammaproteobacteria,NA,Chicken feces,Livestock,Salmonella,4751462,0.000472697,CP016566.1,mobilizable,3.351409752,2.193007013,-3.325417508,Cluster_2
GCF_025560005.1_ASM2556000v1,NZ_CP048483.1,plasmid,78932,386412,0.204269019,0.263378569,0.774636431,78898,34,0.775571905,299328.8128,Agrobacterium tumefaciens,Tul004,Pseudomonadota,Alphaproteobacteria,walnut,crown gall,Plants,Agrobacterium,2905449,0.132995623,CP048483.1,conjugative,5.587050605,-0.110902082,-0.876162652,Cluster_1
GCF_025560005.1_ASM2556000v1,NZ_CP048484.1,plasmid,49714,252582,0.19682321,0.263378569,0.74639432,49714,0,0.747301539,188525.77,Agrobacterium tumefaciens,Tul004,Pseudomonadota,Alphaproteobacteria,walnut,crown gall,Plants,Agrobacterium,2905449,0.086933896,CP048484.1,conjugative,5.402402398,-0.127031674,-1.060810859,Cluster_1
GCF_019456595.1_ASM1945659v1,NZ_CP074110.1,plasmid,248808,165652,1.501992128,0.836952163,1.83079162,243518,5290,1.794597344,303274.2935,Enterococcus faecium,VBR48,Terrabacteria group,Bacillota,NA,stream surface water,Water,Enterococcus,2428778,0.068203846,CP074110.1,conjugative,5.219196684,0.262638916,-1.166191137,Cluster_1
GCF_008152105.1_ASM815210v1,NZ_CP041997.1,plasmid,114372,278067,0.411310943,0.428352286,0.962355918,113592,780,0.960216524,267599.4229,Escherichia coli,AR Bank #0349,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Escherichia,4995442,0.055664143,CP041997.1,conjugative,5.444149451,-0.016664279,-1.25442447,Cluster_1
GCF_000833045.1_ASM83304v1,NZ_CP009967.1,plasmid,3630629,465970,7.791550958,4.066275763,1.918991631,3582321,48308,1.91613934,894192.5301,Bacillus cereus E33L,E33L,Terrabacteria group,Bacillota,zebra,Animal; carcass of dead zebra,Animals,Bacillus,5305318,0.087830739,CP009967.1,non-mobilizable,5.668357957,0.283073081,-1.056353464,Cluster_1
GCF_000833045.1_ASM83304v1,NZ_CP009966.1,plasmid,414722,53501,7.751668193,4.066275763,1.906288857,412157,2565,1.90633116,101988.3601,Bacillus cereus E33L,E33L,Terrabacteria group,Bacillota,zebra,Animal; carcass of dead zebra,Animals,Bacillus,5305318,0.01008441,CP009966.1,mobilizable,4.7283619,0.280188709,-1.996349521,Cluster_1
